senator,transaction_date,disclosure_date,ticker,asset_description,asset_type,amount,name_cleaned,first_name,last_name,full_name
"David A Perdue , Jr",04/14/2020,05/08/2020,URBN,"Urban Outfitters, Inc.",Stock,"$100,001 - $250,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,AXTA,Axalta Coating Systems Ltd.,Stock,"$100,001 - $250,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,FEYE,"FireEye, Inc.",Stock,"$100,001 - $250,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,SBUX,Starbucks Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/03/2020,05/08/2020,SBUX,Starbucks Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,VIAC,ViacomCBS Inc.,Stock,"$50,001 - $100,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,RF,Regions Financial Corporation,Stock,"$50,001 - $100,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,WPX,"WPX Energy, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,PFE,Pfizer Inc.,Stock,"$100,001 - $250,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,LYV,"Live Nation Entertainment, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,GM,General Motors Company,Stock,"$100,001 - $250,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,GLW,Corning Incorporated,Stock,"$100,001 - $250,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,SPY,"SPDR S&amp;P 500 ETF Trust <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",Other Securities,"$100,001 - $250,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,VEA,"Vanguard FTSE Developed Markets Index Fund ETF Sha <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",Other Securities,"$50,001 - $100,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,VOO,"Vanguard S&amp;P 500 ETF <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",Other Securities,"$100,001 - $250,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,CAIFX,American Funds Capital Income Builder Class F-2,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,FRIAX,Franklin Income Fund Advisor Class,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,AMLP,"Alerian MLP ETF <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",Other Securities,"$250,001 - $500,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,SPY,"SPDR S&amp;P 500 ETF Trust <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",Other Securities,"$1,000,001 - $5,000,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,SPY,"SPDR S&amp;P 500 ETF Trust <div class=""text-muted""><em>Description:</em>&nbsp;Exchange Traded Fund</div>",Other Securities,"$500,001 - $1,000,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/07/2020,05/08/2020,PBA,Pembina Pipeline Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/06/2020,05/08/2020,ENB,Enbridge Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/06/2020,05/08/2020,TRP,TC Energy Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/03/2020,05/08/2020,ORCL,Oracle Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/07/2020,05/08/2020,CEQP,Crestwood Equity Partners LP,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/09/2020,05/08/2020,ORCL,Oracle Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/13/2020,05/08/2020,EQM,"EQM Midstream Partners, LP",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,PEP,"PepsiCo, Inc.",Stock,"$50,001 - $100,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,NWSA,News Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,ORCL,Oracle Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,CVX,Chevron Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,NKE,"NIKE, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,WFC,Wells Fargo &amp; Company,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,JPM,JPMorgan Chase &amp; Co.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,BMY,Bristol-Myers Squibb Company,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,ORCL,Oracle Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,BX,The Blackstone Group Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,BRK-B,Berkshire Hathaway Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,COST,Costco Wholesale Corporation,Stock,"$50,001 - $100,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,AMT,American Tower Corporation (REIT),Stock,"$50,001 - $100,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,MRK,"Merck &amp; Co., Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,MA,Mastercard Incorporated,Stock,"$50,001 - $100,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,ANTM,"Anthem, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,BK,The Bank of New York Mellon Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,PYPL,"PayPal Holdings, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,ABBV,AbbVie Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,AMZN,"Amazon.com, Inc.",Stock,"$50,001 - $100,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,CSCO,"Cisco Systems, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,EXR,Extra Space Storage Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,BAX,Baxter International Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,XOM,Exxon Mobil Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,SYK,Stryker Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,COP,ConocoPhillips,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,FOX,Fox Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,CTSH,Cognizant Technology Solutions Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,ACA,"Arcosa, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,AAPL,Apple Inc.,Stock,"$50,001 - $100,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,JNJ,Johnson &amp; Johnson,Stock,"$50,001 - $100,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,DIS,The Walt Disney Company,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,CSCO,"Cisco Systems, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,MDLZ,"Mondelez International, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,BOIVF,Bollore,Stock,"$50,001 - $100,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,VZ,Verizon Communications Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,USB,U.S. Bancorp,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,RL,Ralph Lauren Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,WFC,Wells Fargo &amp; Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,MSFT,Microsoft Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,STT,State Street Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,UHAL,AMERCO,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,KO,The Coca-Cola Company,Stock,"$50,001 - $100,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,EQM,"EQM Midstream Partners, LP",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,BMY,Bristol-Myers Squibb Company,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,BAC,Bank of America Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,ORCL,Oracle Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,VZ,Verizon Communications Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,PYPL,"PayPal Holdings, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,GOOGL,Alphabet Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,NKE,"NIKE, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,MDLZ,"Mondelez International, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,MO,"Altria Group, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,JPM,JPMorgan Chase &amp; Co.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,KMI,"Kinder Morgan, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,NFLX,"Netflix, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,HCA,"HCA Healthcare, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,V,Visa Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,PRU,"Prudential Financial, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,EMR,Emerson Electric Co.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,HON,Honeywell International Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,EXR,Extra Space Storage Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,CSCO,"Cisco Systems, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,COST,Costco Wholesale Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,DOW,Dow Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,AAPL,Apple Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,AMZN,"Amazon.com, Inc.",Stock,"$50,001 - $100,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,DIS,The Walt Disney Company,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,BAH,Booz Allen Hamilton Holding Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,MU,"Micron Technology, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,M,"Macy's, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,SU,Suncor Energy Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,CVX,Chevron Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,GOOG,Alphabet Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,FHB,"First Hawaiian, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,BKNG,Booking Holdings Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,DIS,The Walt Disney Company,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,FOXA,Fox Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,HUN,Huntsman Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,NWS,News Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,UN,The Unilever Group,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,MSM,"MSC Industrial Direct Co., Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,SYY,Sysco Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,PG,The Procter &amp; Gamble Company,Stock,"$50,001 - $100,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/14/2020,05/08/2020,EAF,GrafTech International Ltd.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,PAGP,"Plains GP Holdings, L.P.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,PSXP,Phillips 66 Partners LP,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,SUN,Sunoco LP,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,TCP,"TC PipeLines, LP",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,KMI,"Kinder Morgan, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,EPD,Enterprise Products Partners L.P.,Stock,"$50,001 - $100,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,LNG,"Cheniere Energy, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,TRP,TC Energy Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,MMP,"Magellan Midstream Partners, L.P.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,OKE,"ONEOK, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,PAA,"Plains All American Pipeline, L.P.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,ENB,Enbridge Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,PBA,Pembina Pipeline Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,SHLX,"Shell Midstream Partners, L.P.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,WMB,"The Williams Companies, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,TRGP,Targa Resources Corp.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,MPLX,MPLX LP,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/15/2020,05/08/2020,ET,Energy Transfer LP,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,DIS,The Walt Disney Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,COP,ConocoPhillips,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,KO,The Coca-Cola Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,DD,"DuPont de Nemours, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,C,Citigroup Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,--,C.S-CITI 1/1000TH S PERPTL,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,HD,"The Home Depot, Inc.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,GIS,"General Mills, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,BMY,Bristol-Myers Squibb Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,CAT,Caterpillar Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,BP,BP p.l.c.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,AAPL,Apple Inc.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,T,AT&amp;T Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,AFL,Aflac Incorporated,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,BX,The Blackstone Group Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,BA,The Boeing Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,JNJ,Johnson &amp; Johnson,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,TFC,Truist Financial Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,SYY,Sysco Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,SOJA,The Southern Company JR SUB NT 2015A,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,URI,"United Rentals, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,WFC,Wells Fargo &amp; Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,VZ,Verizon Communications Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,SO,The Southern Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,MRK,"Merck &amp; Co., Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,PG,The Procter &amp; Gamble Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,JPM,JPMorgan Chase &amp; Co.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",04/16/2020,05/08/2020,INTC,Intel Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
