,title,release_date,production_budget,domestic_gross,worldwide_gross,genre,story_source,creative_type,production_method,production_company,MPAA_Rating,runtime,opening_theater_count,max_theater_count,avg_run_per_theater,actors,directors
866,Collateral,"Aug 6, 2004","$60,000,000","$100,170,152","$217,670,152",Action,Original Screenplay,Contemporary Fiction,Live Action,DreamWorks Pictures,All Time Domestic Box Office for R Movies (Rank 101-200),120 minutes,"3,188","3,188",6.5 weeks,Tom Cruise | Jamie Foxx,Michael Mann
867,Cats & Dogs,"Jul 4, 2001","$60,000,000","$93,375,151","$200,700,000",All Time Domestic Box Office for Comedy Movies (Rank 101-200),Original Screenplay,Contemporary Fiction,Live Action,Village Roadshow Productions,PG,83 minutes,"3,040","3,040",6.5 weeks,,
868,Two Weeks Notice,"Dec 20, 2002","$60,000,000","$93,354,918","$199,043,309",Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,Castle Rock Entertainment,PG-13,101 minutes,"2,755","2,755",6.9 weeks,,
869,Antz,"Oct 2, 1998","$60,000,000","$90,757,863","$152,457,863",Adventure,Original Screenplay,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies,DreamWorks Pictures,PG,83 minutes,"2,449","2,449",9.7 weeks,,
870,The Scorpion King,"Apr 19, 2002","$60,000,000","$90,580,000","$165,890,634",Action,Spin-Off,Fantasy,Live Action,Alphaville,PG-13,94 minutes,"3,444","3,444",5.7 weeks,,
871,Red,"Oct 15, 2010","$60,000,000","$90,380,162","$196,439,693",Action,Based on Comic/Graphic Novel,Contemporary Fiction,Live Action,di Bonaventura Pictures,PG-13,110 minutes,"3,255","3,255",6.6 weeks,Bruce Willis | Morgan Freeman | John Malkovich | Helen Mirren,Robert Schwentke
872,Starsky & Hutch,"Mar 5, 2004","$60,000,000","$88,200,225","$170,200,225",All Time Domestic Box Office for Comedy Movies (Rank 101-200),Based on TV,Historical Fiction,Live Action,Warner Bros.,PG-13,101 minutes,"3,185","3,185",5.9 weeks,Ben Stiller | Owen Wilson | Vince Vaughn | Snoop Dogg | Amy Smart | Carmen Electra,Todd Phillips
873,Days of Thunder,"Jun 27, 1990","$60,000,000","$82,670,733","$157,670,733",Action,Original Screenplay,Contemporary Fiction,Live Action,Don Simpson and Jerry Bruckheimer,PG-13,107 minutes,"2,307","2,307",6.3 weeks,Tom Cruise,Tony Scott
874,Cheaper by the Dozen 2,"Dec 21, 2005","$60,000,000","$82,571,173","$135,015,330",Adventure,All Time Domestic Box Office for Remake Movies,Contemporary Fiction,Live Action,,PG,94 minutes,"3,175","3,175",5.6 weeks,,
875,Eat Pray Love,"Aug 13, 2010","$60,000,000","$80,574,010","$206,598,789",Drama,Based on Factual Book/Article,Contemporary Fiction,Live Action,Plan B Entertainment,PG-13,134 minutes,"3,082","3,082",5.8 weeks,Julia Roberts,Ryan Murphy
876,Jack Reacher,"Dec 20, 2012","$60,000,000","$80,070,736","$217,370,736",Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Paramount Pictures,PG-13,130 minutes,"3,352","3,352",5.0 weeks,Tom Cruise,Christopher McQuarrie
877,Man on Fire,"Apr 23, 2004","$60,000,000","$77,906,816","$130,968,579",Thriller/Suspense,All Time Domestic Box Office for Remake Movies,Contemporary Fiction,Live Action,Twentieth Century Fox,All Time Domestic Box Office for R Movies (Rank 201-300),146 minutes,"2,979","2,979",5.8 weeks,,
878,The Family Man,"Dec 22, 2000","$60,000,000","$75,764,085","$124,715,863",All Time Domestic Box Office for Comedy Movies (Rank 101-200),Original Screenplay,Contemporary Fiction,Live Action,Big Ed Picture Company,PG-13,125 minutes,"2,388","2,388",6.8 weeks,,
879,Contagion,"Sep 9, 2011","$60,000,000","$75,658,097","$137,551,594",Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,Warner Bros.,PG-13,105 minutes,"3,222","3,222",5.9 weeks,Gwyneth Paltrow | Matt Damon | Laurence Fishburne | Jude Law | Kate Winslet,Steven Soderbergh
880,Any Given Sunday,"Dec 22, 1999","$60,000,000","$75,530,832","$100,230,832",Drama,Original Screenplay,Contemporary Fiction,Live Action,Warner Bros.,All Time Domestic Box Office for R Movies (Rank 201-300),164 minutes,"2,505","2,505",7.5 weeks,,
881,The Horse Whisperer,"May 15, 1998","$60,000,000","$75,383,563","$186,883,563",Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Touchstone Pictures,PG-13,169 minutes,"2,039","2,039",8.1 weeks,,
882,Coraline,"Feb 6, 2009","$60,000,000","$75,286,229","$126,037,057",Adventure,Based on Fiction Book/Short Story,Kids Fiction,Stop-Motion Animation,Laika,PG,100 minutes,"2,299","2,299",6.7 weeks,,
883,Ladder 49,"Oct 1, 2004","$60,000,000","$74,541,707","$102,332,848",Action,Original Screenplay,Contemporary Fiction,Live Action,,PG-13,,"3,260","3,260",6.1 weeks,,
884,Deep Blue Sea,"Jul 28, 1999","$60,000,000","$73,648,228","$165,048,228",Action,Original Screenplay,Contemporary Fiction,Live Action,"Deep Blue, Ltd.",All Time Domestic Box Office for R Movies (Rank 201-300),105 minutes,"2,854","2,854",6.4 weeks,,
885,Michael Jackson's This Is It,"Oct 28, 2009","$60,000,000","$72,091,016","$252,091,016",Documentary,Based on Real Life Events,Factual,Live Action,Columbia Pictures,PG,111 minutes,"3,481","3,481",3.5 weeks,,Kenny Ortega
886,Kangaroo Jack,"Jan 17, 2003","$60,000,000","$66,723,216","$90,723,216",Adventure,Original Screenplay,Kids Fiction,Live Action,,PG,89 minutes,"2,818","2,818",7.3 weeks,,
887,The Happening,"Jun 13, 2008","$60,000,000","$64,506,874","$162,778,384",Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,Twentieth Century Fox,All Time Domestic Box Office for R Movies (Rank 301-400),90 minutes,"2,986","2,986",3.9 weeks,,
888,London Has Fallen,"Mar 2, 2016","$60,000,000","$62,524,260","$195,194,085",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,Nu Image,All Time Domestic Box Office for R Movies (Rank 301-400),99 minutes,"3,490","3,490",4.6 weeks,Gerard Butler | Aaron Eckhart | Morgan Freeman,Babak Najafi
889,Rules of Engagement,"Apr 7, 2000","$60,000,000","$61,322,858","$71,719,931",Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Richard D. Zanuck/Scott Rudin Production,All Time Domestic Box Office for R Movies (Rank 301-400),127 minutes,"3,155","3,155",6.5 weeks,,
890,The Shaggy Dog,"Mar 10, 2006","$60,000,000","$61,123,569","$87,123,569",All Time Domestic Box Office for Comedy Movies (Rank 201-300),All Time Domestic Box Office for Remake Movies,Fantasy,Live Action,Walt Disney Pictures,PG,98 minutes,"3,501","3,501",5.2 weeks,Tim Allen,Brian Robbins
891,Jingle All the Way,"Nov 22, 1996","$60,000,000","$60,592,389","$129,832,389",Adventure,Original Screenplay,Kids Fiction,Live Action,1492 Pictures,PG,89 minutes,"2,401","2,401",7.6 weeks,,
892,Hellboy,"Apr 2, 2004","$60,000,000","$59,623,958","$99,823,958",Action,Based on Comic/Graphic Novel,All Time Domestic Box Office for Super Hero Movies,Live Action,,PG-13,,"3,028","3,028",4.6 weeks,,
893,Jack Reacher: Never Go Back,"Oct 20, 2016","$60,000,000","$58,697,076","$159,946,489",Action,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Paramount Pictures,PG-13,118 minutes,"3,780","3,780",4.2 weeks,Tom Cruise | Cobie Smulders,Edward Zwick
894,Baywatch,"May 25, 2017","$60,000,000","$58,060,186","$175,863,783",All Time Domestic Box Office for Comedy Movies (Rank 201-300),Based on TV,Contemporary Fiction,Live Action,Paramount Pictures,All Time Domestic Box Office for R Movies (Rank 401-500),119 minutes,"3,647","3,647",3.5 weeks,Dwayne Johnson | Zac Efron | Alexandra Daddario | Kelly Rohrbach | Priyanka Chopra | Jon Bass | Ilfenesh Hadera,Seth Gordon
895,U.S. Marshals,"Mar 6, 1998","$60,000,000","$57,833,603","$57,833,603",Thriller/Suspense,Based on TV,Contemporary Fiction,Live Action,Warner Bros.,PG-13,138 minutes,"2,817","2,817",6.3 weeks,"Tommy Lee Jones | Wesley Snipes | Robert Downey, Jr.",Stuart Baird
896,A Civil Action,"Dec 25, 1998","$60,000,000","$56,709,981","$56,709,981",Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Scott Rudin Productions,PG-13,120 minutes,2,2,6.8 weeks,,
897,Joy,"Dec 24, 2015","$60,000,000","$56,451,232","$101,134,059",Drama,Based on Real Life Events,Dramatization,Live Action,Fox 2000 Pictures,PG-13,124 minutes,"2,896","2,896",4.2 weeks,Jennifer Lawrence | Robert De Niro | Bradley Cooper,David O. Russell
898,ParaNorman,"Aug 3, 2012","$60,000,000","$56,003,051","$108,119,662",Adventure,Original Screenplay,Kids Fiction,Stop-Motion Animation,Focus Features,PG,96 minutes,"3,429","3,429",5.8 weeks,Kodi Smit-McPhee | Tucker Albrizzi | Anna Kendrick | Casey Affleck | Christopher Mintz-Plasse,Sam Fell | Chris Butler
899,The Jackal,"Nov 14, 1997","$60,000,000","$54,956,941","$159,356,941",Thriller/Suspense,All Time Domestic Box Office for Remake Movies,Contemporary Fiction,Live Action,Alphaville,All Time Domestic Box Office for R Movies (Rank 401-500),124 minutes,"2,193","2,193",6.4 weeks,,
900,Paycheck,"Dec 25, 2003","$60,000,000","$53,789,313","$98,819,789",Thriller/Suspense,Based on Fiction Book/Short Story,Science Fiction,Live Action,David Entertainment Company,PG-13,115 minutes,"2,762","2,762",4.6 weeks,,
901,Up Close & Personal,"Mar 1, 1996","$60,000,000","$51,045,801","$100,645,801",Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,,PG-13,124 minutes,"1,506","1,506",9.8 weeks,,
902,The Tale of Despereaux,"Dec 19, 2008","$60,000,000","$50,877,145","$90,482,317",Adventure,Based on Fiction Book/Short Story,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies (Rank 101-200),Universal Pictures,G,93 minutes,"3,104","3,104",4.6 weeks,,
903,The Boxtrolls,"Sep 19, 2014","$60,000,000","$50,837,305","$111,946,251",Adventure,Based on Fiction Book/Short Story,Kids Fiction,Stop-Motion Animation,Laika,PG,96 minutes,"3,464","3,464",4.8 weeks,Ben Kingsley | Toni Collette | Elle Fanning | Isaac Hempstead-Wright | Jared Harris | Simon Pegg | Nick Frost | Tracy Morgan,Anthony Stacchi | Graham Annable
904,The Dark Tower,"Aug 2, 2017","$60,000,000","$50,701,325","$113,461,527",Western,Based on Fiction Book/Short Story,Science Fiction,Live Action,Sony Pictures,PG-13,95 minutes,"3,451","3,451",5.0 weeks,Idris Elba | Matthew McConaughey,Nikolaj Arcel
905,The Tuxedo,"Sep 27, 2002","$60,000,000","$50,586,000","$104,429,625",Action,Original Screenplay,Science Fiction,Live Action,,PG-13,98 minutes,"3,022","3,022",5.4 weeks,,
906,Jack Ryan: Shadow Recruit,"Jan 17, 2014","$60,000,000","$50,577,412","$131,377,412",Action,Original Screenplay,Contemporary Fiction,Live Action,Skydance Productions,PG-13,105 minutes,"3,387","3,387",4.4 weeks,Chris Pine | Kevin Costner | Keira Knightley,Kenneth Branagh
907,Under Siege 2: Dark Territory,"Jul 14, 1995","$60,000,000","$50,024,083","$104,324,083",Action,Original Screenplay,Contemporary Fiction,Live Action,Regency Enterprises,All Time Domestic Box Office for R Movies (Rank 501-600),,"2,150","2,150",6.7 weeks,,
908,Miss Congeniality 2: Armed and Fabulous,"Mar 24, 2005","$60,000,000","$48,478,006","$101,382,396",All Time Domestic Box Office for Comedy Movies (Rank 301-400),Original Screenplay,Contemporary Fiction,Live Action,,PG-13,115 minutes,"3,233","3,233",5.3 weeks,,
909,Vice,"Dec 21, 2018","$60,000,000","$47,836,282","$70,893,782",Black Comedy,Based on Real Life Events,Dramatization,Live Action,Plan B Entertainment,All Time Domestic Box Office for R Movies (Rank 501-600),132 minutes,"2,442","2,442",5.3 weeks,Christian Bale | Amy Adams | Steve Carell | Sam Rockwell | Tyler Perry,Adam McKay
910,Alien: Resurrection,"Nov 26, 1997","$60,000,000","$47,795,018","$160,700,000",Action,Original Screenplay,Science Fiction,Live Action,,All Time Domestic Box Office for R Movies (Rank 501-600),109 minutes,"2,415","2,415",4.9 weeks,,
911,Shooter,"Mar 23, 2007","$60,000,000","$47,003,582","$95,538,560",Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,di Bonaventura Pictures,All Time Domestic Box Office for R Movies (Rank 501-600),126 minutes,"2,806","2,806",4.5 weeks,,
912,Practical Magic,"Oct 16, 1998","$60,000,000","$46,850,558","$68,336,997",All Time Domestic Box Office for Comedy Movies (Rank 301-400),Based on Fiction Book/Short Story,Fantasy,Live Action,Di Novi Pictures,PG-13,104 minutes,"2,652","2,652",6.4 weeks,,
913,Gangster Squad,"Jan 9, 2013","$60,000,000","$46,000,903","$104,100,903",Drama,Based on Factual Book/Article,Dramatization,Live Action,Warner Bros.,All Time Domestic Box Office for R Movies (Rank 501-600),110 minutes,"3,103","3,103",3.9 weeks,Sean Penn | Ryan Gosling | Nick Nolte | Emma Stone | Anthony Mackie | Giovanni Ribisi | Michael Pe̱a | Robert Patrick | Josh Brolin,Ruben Fleischer
914,Smurfs: The Lost Village,"Mar 24, 2017","$60,000,000","$45,020,282","$197,578,586",Adventure,Based on Comic/Graphic Novel,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies (Rank 101-200),Kerner Entertainment Company,PG,90 minutes,"3,610","3,610",5.0 weeks,Demi Lovato | Joe Manganiello | Jack McBrayer | Danny Pudi,Kelly Asbury
915,First Man,"Oct 10, 2018","$60,000,000","$44,936,545","$105,217,104",Drama,Based on Factual Book/Article,Dramatization,Live Action,DreamWorks Pictures,PG-13,141 minutes,"3,640","3,640",3.7 weeks,Ryan Gosling,Damien Chazelle
916,Year One,"Jun 19, 2009","$60,000,000","$43,337,279","$57,604,723",All Time Domestic Box Office for Comedy Movies (Rank 301-400),Original Screenplay,Historical Fiction,Live Action,Columbia Pictures,PG-13,97 minutes,"3,022","3,022",3.5 weeks,,
917,Edge of Darkness,"Jan 29, 2010","$60,000,000","$43,313,890","$82,812,456",Drama,Based on TV,Contemporary Fiction,Live Action,Warner Bros.,All Time Domestic Box Office for R Movies (Rank 601-700),120 minutes,"3,066","3,066",4.3 weeks,Mel Gibson,Martin Campbell
918,Star Trek: Nemesis,"Dec 13, 2002","$60,000,000","$43,254,409","$67,312,826",Adventure,Based on TV,Science Fiction,Live Action,,PG-13,116 minutes,"2,711","2,711",5.5 weeks,,
919,Reign of Fire,"Feb 19, 2002","$60,000,000","$43,061,982","$82,150,183",Action,Original Screenplay,Fantasy,Animation/Live Action,Touchstone Pictures,PG-13,,"2,629","2,629",4.0 weeks,,
920,Planet 51,"Nov 20, 2009","$60,000,000","$42,194,060","$108,996,113",Adventure,Original Screenplay,Science Fiction,All Time Domestic Box Office for Digital Animation Movies (Rank 101-200),Ilion Animation Studios,PG,97 minutes,"3,035","3,035",5.1 weeks,,
921,Duplicity,"Mar 20, 2009","$60,000,000","$40,572,825","$81,079,566",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,Universal Pictures,PG-13,125 minutes,"2,574","2,574",4.7 weeks,,
922,Righteous Kill,"Sep 12, 2008","$60,000,000","$40,081,410","$78,481,410",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,Millennium Films,All Time Domestic Box Office for R Movies (Rank 601-700),110 minutes,"3,152","3,152",4.2 weeks,,
923,Invictus,"Dec 11, 2009","$60,000,000","$37,491,364","$124,514,011",Drama,Based on Factual Book/Article,Dramatization,Live Action,Liberty Pictures Inc.,PG-13,135 minutes,"2,125","2,125",5.6 weeks,Morgan Freeman | Matt Damon,Clint Eastwood
924,State of Play,"Apr 17, 2009","$60,000,000","$37,017,955","$88,832,210",Thriller/Suspense,Based on TV,Contemporary Fiction,Live Action,Universal Pictures,PG-13,127 minutes,"2,803","2,803",4.1 weeks,,
925,My Favorite Martian,"Feb 12, 1999","$60,000,000","$36,850,101","$36,850,101",All Time Domestic Box Office for Comedy Movies (Rank 401-500),Based on TV,Science Fiction,Live Action,Walt Disney Pictures,PG,94 minutes,"2,275","2,275",6.8 weeks,,
926,The Sentinel,"Apr 21, 2006","$60,000,000","$36,280,697","$78,080,697",Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,20th Century Fox,PG-13,,"2,822","2,822",3.9 weeks,,
927,Trouble with the Curve,"Sep 21, 2012","$60,000,000","$35,763,137","$47,818,913",Drama,Original Screenplay,Contemporary Fiction,Live Action,Warner Bros.,PG-13,111 minutes,"3,212","3,212",4.3 weeks,Clint Eastwood | Amy Adams | Justin Timberlake,Robert Lorenz
928,Intolerable Cruelty,"Oct 10, 2003","$60,000,000","$35,327,628","$121,327,628",Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,Universal Pictures,PG-13,100 minutes,"2,564","2,564",4.3 weeks,,
929,The Relic,"Jan 10, 1997","$60,000,000","$33,956,608","$33,956,608",Horror,Based on Fiction Book/Short Story,Science Fiction,Live Action,,All Time Domestic Box Office for R Movies (Rank 701-800),,"2,095","2,095",5.6 weeks,,
930,Mercury Rising,"Apr 3, 1998","$60,000,000","$32,983,332","$32,983,332",Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,,All Time Domestic Box Office for R Movies (Rank 801-900),,"2,386","2,386",5.4 weeks,,
931,Almost Famous,"Sep 15, 2000","$60,000,000","$32,522,352","$47,371,191",All Time Domestic Box Office for Comedy Movies (Rank 501-600),Original Screenplay,Dramatization,Live Action,DreamWorks Pictures,All Time Domestic Box Office for R Movies (Rank 801-900),,131,131,5.2 weeks,,
932,Cold Pursuit,"Feb 7, 2019","$60,000,000","$32,138,862","$62,599,159",Thriller/Suspense,Based on Movie,Contemporary Fiction,Live Action,StudioCanal,All Time Domestic Box Office for R Movies (Rank 801-900),118 minutes,"2,630","2,630",4.2 weeks,Liam Neeson,Hans Petter Moland
933,Analyze That,"Dec 6, 2002","$60,000,000","$32,122,249","$54,994,757",All Time Domestic Box Office for Comedy Movies (Rank 501-600),Original Screenplay,Contemporary Fiction,Live Action,Tribeca Film,All Time Domestic Box Office for R Movies (Rank 801-900),96 minutes,"2,635","2,635",4.3 weeks,,
934,The Soloist,"Apr 24, 2009","$60,000,000","$31,853,584","$38,522,450",Drama,Based on Real Life Events,Dramatization,Live Action,Krasnoff/Foster Entertainment,PG-13,117 minutes,"2,024","2,024",5.0 weeks,"Jamie Foxx | Robert Downey, Jr.",Joe Wright
935,The Mortal Instruments: City of Bones,"Aug 21, 2013","$60,000,000","$31,165,421","$75,965,567",Adventure,Based on Fiction Book/Short Story,Fantasy,Live Action,Screen Gems,PG-13,130 minutes,"3,118","3,118",3.8 weeks,,Harald Zwart
936,The Legend of Bagger Vance,"Nov 3, 2000","$60,000,000","$30,695,227","$39,235,486",Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,Wildwood Enterprises,PG-13,123 minutes,"2,061","2,061",5.0 weeks,Will Smith | Matt Damon | Charlize Theron,Robert Redford
937,Dragonfly,"Feb 22, 2002","$60,000,000","$30,063,805","$30,063,805",Drama,Original Screenplay,Fantasy,Live Action,Spyglass Entertainment,PG-13,,"2,507","2,507",4.1 weeks,,
938,Priest,"May 13, 2011","$60,000,000","$29,136,626","$84,154,026",Horror,Based on Comic/Graphic Novel,Fantasy,Live Action,Screen Gems,PG-13,87 minutes,"2,864","2,864",3.0 weeks,Paul Bettany,Scott Stewart
939,Garfield: A Tail of Two Kitties,"Jun 16, 2006","$60,000,000","$28,426,747","$147,985,373",Adventure,Based on Comic/Graphic Novel,Kids Fiction,Animation/Live Action,Davis Entertainment,PG,86 minutes,"2,946","2,946",3.9 weeks,,
